sample_id,partition,scaffold
mol_8cc0fb0dfec46a0d,train,ACYCLIC:CC(=O)CC(=O)OC(C)(C)C
mol_8cca28b571226f5f,train,c1ccccc1
mol_8cce4fc72f414b3d,train,ACYCLIC:CC(O)CC(C)O
mol_8cd02e8f254e9a8e,train,O=C1CC(=O)N(C2CCCCC2)C(=O)N1
mol_8cd37c36ea8e5ca4,train,ACYCLIC:O=C(O)C(Cl)Br
mol_8cd5eef90e347131,train,c1ccccc1
mol_8ce86a6ae65d3692,train,ACYCLIC:N
mol_8d05c407e75e9185,train,c1ccccc1
mol_8d188af261cfcbeb,train,ACYCLIC:OCC(CO)(CO)CO
mol_8d225e211590192c,train,ACYCLIC:CCCCCCCCCCCCCCCCCC[N+](C)(C)CCC[Si](OC)(OC)OC
mol_8d2b372402db4eab,train,c1ccc2c(c1)[nH]c1cnccc12
mol_8d2c1ad079f78881,train,c1ccc(N(CC2=NCCN2)c2ccccc2)cc1
mol_8d2cd9273643e3e7,train,c1ccc(Cc2nccc3ccccc23)cc1
mol_8d50b3b9e9394eb3,train,c1ccc2c(c1)CCNC1CCc3ccccc3C21
mol_8d58d88eccef7c98,train,ACYCLIC:CCCCCCCCOS(=O)(=O)O
mol_8d5ae6a1b8691781,train,c1ccccc1
mol_8d5bc7f296df85bc,train,O=C(CN1CCN(C(=O)c2ccccc2)CC1)N1CCOCC1
mol_8d6a094cad14e640,train,O=C(NNC(=O)c1ccccc1)c1ccccc1
mol_8d7254738458d0d1,train,C1CCC(OC2CCCO2)OC1
mol_8d90ea19ad50e57b,train,c1ccc(-c2cncnc2)cc1
mol_8d94afed9a452bb9,train,C1CC2OCOC2O1
mol_8da9643c8da43482,train,c1ccccc1
mol_8db1f1e53dc493bf,train,C1COCOC1
mol_8dbce83dd566935f,train,c1ccc(-c2ccnn2-c2ccccc2)cc1
mol_8dc3c62e63dff04b,train,c1ccccc1
mol_8dd2d63cc1c54b26,train,C=C1CC2C=CC1C2
mol_8dddc907c0829ef9,train,c1ccc(C2CCCCC2)cc1
mol_8e1535f96e1a35eb,train,ACYCLIC:CCCCCCC(C)(C)S
mol_8e19e308e759bd76,train,c1csc(CCNC2CCc3ccccc3C2)c1
mol_8e1d8504299be233,train,c1ccc(CNc2ncccn2)cc1
mol_8e2c91acbd49d80f,train,C1=C2c3cccc4[nH]cc(c34)CC2NCC1
mol_8e2f524edad6afc4,train,c1ccccc1
mol_8e3be2611551834c,train,c1ccccc1
mol_8e3e15981967edd9,train,c1ccccc1
mol_8e3f94d03eae3629,train,c1ccccc1
mol_8e57432d76431ae6,train,N=c1[nH]c(=O)c2nc[nH]c2[nH]1
mol_8e58943e0a19095f,train,ACYCLIC:O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
mol_8e6a23cc70324935,train,c1ccccc1
mol_8e753f61b43f1287,train,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12
mol_8e8ec6a247a18131,train,S=c1[nH]cnc2[nH]cnc12
mol_8ea4e0666ea58d8f,train,O=C(CNC1CC2CCC(C1)N2c1ncccn1)N1CCCC1
mol_8eb276ceb9ae3906,train,c1ccc2cnncc2c1
mol_8ecbdba6b5b7d65f,train,ACYCLIC:CCCCN(CCCC)C(=O)N(CCCC)CCCC
mol_8ed115a478cc9e2e,train,c1ccccc1
mol_8f15a37498f294d7,train,O=c1sc(=Nc2ccccc2)n2n1CCCC2
mol_8f2d1ee68a8f7c85,train,ACYCLIC:CCCCCCC(=O)O
mol_8f2e183d6fbd70f0,train,c1ccccc1
mol_8f3222b8003e3443,train,c1ccc(-c2c[nH]cn2)cc1
mol_8f6f6aa04ba5f1d3,train,C1=CC(c2cccc3nonc23)C=CN1
mol_8f72fce1b673a21c,train,O=C(NCC1CCCCN1)c1ccccc1
mol_8f7a55da6f50be0d,train,O=c1c2ccccc2sc2ccccc12
mol_8f7c4078dd4a71ee,train,ACYCLIC:CO[Si](C)(C)OC
mol_8f88caadb955e1ff,train,c1ccc(CCN2CCC(Cc3ccccc3)CC2)cc1
mol_8f8bf370ec73d55c,train,c1ccccc1
mol_8f8c96c2ff82d420,train,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1
mol_8f916a73cc33ddf0,train,ACYCLIC:ClCOCCl
mol_8f98a5acfdc392e4,train,c1ccc(Cn2ccnc2)cc1
mol_8faca8384132c620,train,c1coc(Cn2cccc2)c1
mol_8fae833df1b6f140,train,c1c2c(cc3c1OCO3)CNCC2
mol_8fafdc68c8753faf,train,O=C1C=C2CCC3C4CCC(=O)C4CCC3C2CC1
mol_8fbf0cfb4a436756,train,ACYCLIC:CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC
mol_8fc011cb6899ade5,train,O=C1CN=C(c2ccccn2)N1
mol_8fc825882272a530,train,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2
mol_8fceb209296371ec,train,ACYCLIC:CCCCCCCCSCCO
mol_8fd114637cd28cac,train,c1ccc(CC2CCCC2)cc1
mol_8ff1805506f4e378,train,O=C1CCC2C1CCC1C3CCCCC3=CCC21
mol_8ff4b6324a457c57,train,O=C(OCCc1ccccc1)c1ccccc1
mol_8ff9f1568dd56e41,train,O=C(CCc1ccccc1)c1ccccc1
mol_8ffee57492bc2de2,train,ACYCLIC:C/C=C/C=C/CO
mol_900e202744875aec,train,C1CCCCCCCCCCC1
mol_901cb42be5cc3348,train,O=c1cnn(C2CCCO2)c(=O)[nH]1
mol_9021ef69faffdceb,train,ACYCLIC:CCCC(C)CO
mol_9031d39e682e0432,train,C1=Cc2ccccc2C1=Cc1ccccc1
mol_9041e48979080952,train,c1ccccc1
mol_904a7fb4e0dd31cc,train,c1ccccc1
mol_904a9beff004a338,train,c1ccccc1
mol_905fe4e6e8a53b77,train,C1CCC(C2CCCCC2)CC1
mol_9069afaf57d72819,train,c1ccccc1
mol_906a313620ccc79d,train,C1=C2CC(OC3OCCC(OC4CCCCO4)C3OC3CCCCO3)CCC2C2CCC3C(CC4C3CC3CCCCN34)C2C1
mol_9070ed7f57b8d4bd,train,C1CCC(OC2CCCO2)OC1
mol_907a5d699de7ec0c,train,ACYCLIC:C=C(C)C(=O)OCC(C)O
mol_907c5669df359115,train,ACYCLIC:NCCNCCN
mol_90879436de220b53,train,ACYCLIC:C=CC(C)=O
mol_908c711887c97296,train,O=[PH](Oc1ccccc1)Oc1ccccc1
mol_9090178b8b87a0c5,train,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1
mol_9090c735a7aeae8c,train,O=c1cc[nH]cn1
mol_90a316955dd2236d,train,O=C1Nc2ccccc2C(C#CC2CC2)O1
mol_90a5cc14435eced9,train,ACYCLIC:[Cl][Sn]([Cl])([Cl])[Cl]
mol_90b2f8cb22ae68f8,train,ACYCLIC:OCCCCCCCl
mol_90b3acc71365916b,train,c1ccccc1
mol_90b580cc034e55e9,train,c1ccccc1
mol_90c4c0c15e5fda6f,train,O=C1NC2CSCC2N1
mol_90d8db8563b8dacd,train,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
mol_90e49ff3fece819f,train,c1ccccc1
mol_90e8ae2672df5766,train,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CCC(OC2CCCCO2)CO1
mol_90ebfbf763ba5331,train,ACYCLIC:CC(C)CC(C)O
mol_90f380b99d5d4419,train,O=S1(=O)OC(c2ccccc2)(c2ccccc2)c2ccccc21
mol_9103e594c120bb85,train,c1ccccc1
mol_91070be6aaaa2b2e,train,C1CC2OCOC2O1
mol_91199ff35e381570,train,O=C(c1cn[nH]c1)c1cccc(C2=NOCC2)c1
mol_911e48552750e5c9,train,c1ccccc1
mol_9123714666aa8855,train,ACYCLIC:CNC(=S)S
mol_9132f9385afa0c13,train,ACYCLIC:CCCCCCCCCCCCCC/C(O)=N\C(CO)CCCCCCCCCCCCCC
mol_913855cbc5817517,train,c1ccc(C2CN3CCSC3=N2)cc1
mol_9168cc645714b98c,train,ACYCLIC:CCC(C)(CCCC(C)C)OC(C)=O
mol_916bb44ce248936f,train,ACYCLIC:O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O
mol_9176053c0500afac,train,c1ccccc1
mol_917936b4451342ea,train,O=S(=O)(NC1CCc2[nH]c3ccccc3c2C1)c1ccccc1
mol_9184c71cf553feec,train,O=c1sc2ccccc2cc1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21
mol_9194e1ad6831ebe3,train,ACYCLIC:C=COCCOCCOCCOC=C
mol_91a3cd025fca1157,train,ACYCLIC:NC(CS)C(=O)O
mol_91acfd093444cbd6,train,c1ccccc1
mol_91cff8268b771d5e,train,ACYCLIC:C=CCCCCCCCCCCCCCCCC
mol_91d0663fa256d57b,train,C(=Cc1[nH+]c2ccccc2s1)C=C1Nc2ccccc2S1
mol_91ebfd820740c2dc,train,O=C(Nc1ccc(OCCN2CCOCC2)c2ccccc12)Nc1ccnn1-c1ccccc1
mol_91f2e922c334a729,train,ACYCLIC:CCCCCCCCCCCCC(=O)O
mol_91fc108bf5266bf6,train,O=C(c1ccccc1)c1coc2ccccc12
mol_921c6e0aa74467cb,train,O=C1C(NCCCc2ccccc2)CCCN2CCCCN12
mol_921e8c8807fd807f,train,c1ccc(Nc2ccnc3cc(OCCCN4CCNCC4)ccc23)cc1
mol_921f0a77b2051d27,train,ACYCLIC:CCCN(CCC)C(=O)SCC
mol_925cc411b0c3e141,train,ACYCLIC:CC(Br)C(=O)O
mol_927617f46f2fe026,train,C=C1CC2CCC1C2
mol_927795ebe6169f7b,train,ACYCLIC:CCCCCCCCCCCC
mol_927d586e7c04158f,train,O=C1C=C(C2CCC3C2CCC2C4CCC(OC5CCCCO5)CC4CCC23)CO1
mol_9283ecdd3eb9aad1,train,O=C(CNc1ccccc1)OCc1cccc(Oc2ccccc2)c1
mol_92863820584787b1,train,O=C(OCCN1CCOCC1)c1cccnc1Nc1ccccc1
mol_928b59c2a28e6a58,train,c1ccc2cnccc2c1
mol_9299eb0161fc3683,train,ACYCLIC:CCCCCCCCCI
mol_92a25739aebde477,train,ACYCLIC:CC(C)C(=O)O
mol_92a2c2ef51bd058e,train,O=C(NC1CCN(C2CC2)CC1)c1nc2ccccc2n1Cc1cc(-c2cccs2)on1
mol_92af5d931b6097a4,train,ACYCLIC:CCC[N+](CCC)(CCC)CCC
mol_92b349928b9f40fc,train,O=c1[nH]c2ccccc2o1
mol_92b43966c7f0af5f,train,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1
mol_92d55b1235ab96ae,train,c1ccc(CCc2cnc3ncncc3n2)cc1
mol_92fa6742c1d515e0,train,c1ccccc1
mol_92ff7d79816cfe7c,train,ACYCLIC:N[C@@H](COP(=O)(O)O)C(=O)O
mol_930195661774a716,train,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12
mol_9303fbf4422cb921,train,ACYCLIC:N=C(N)N
mol_932305a3638c7dfc,train,c1ccc2c3c([nH]c2c1)COCC3
mol_9355c3ae26236f61,train,ACYCLIC:CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC
mol_9356d704927a6f3e,train,ACYCLIC:C=CCOC(C)=O
mol_93632dec19bbe969,train,c1ccccc1
mol_93649a41206af5a4,train,O=C1CC(c2ccc3c(c2)OC(c2ccccc2)CO3)Oc2ccccc21
mol_936581eb7ead2513,train,ACYCLIC:CCCCC/C=C\CCC=O
mol_93752e314e066bf8,train,c1ccc2nc(N3CCCNCC3)ncc2c1
mol_9388477b7f8aef94,train,c1ccccc1
mol_938a783c4e867ddf,train,c1ccccc1
mol_9392134eaa5c2784,train,c1ccc(-n2cncn2)cc1
mol_93999da93957b5b9,train,c1ccccc1
mol_93a8e0895b49fa5a,train,O=C(Cc1ccccc1)OCc1cccc(Oc2ccccc2)c1
mol_93a927ebde72a386,train,c1ccccc1
mol_93aba6c8c54c7ae1,train,O=C(NC1OC2C3CCCN3C(=O)CN2C1=O)C1C=C2c3cccc4[nH]cc(c34)CC2NC1
mol_93abb34361e65d5f,train,O=C(C(=O)c1ccccc1)c1ccccc1
mol_93ac94d10a2f5a38,train,C1=C2CCC3C4CCCC4CCC3C2CCC1
mol_93bec360e87ef892,train,O=C(OCC1CCCC[NH2+]1)C(c1ccccc1)c1ccccc1
mol_93c73f212c1c5eb8,train,c1ccccc1
mol_93d262a55a168083,train,c1ccc(CNc2ncccn2)cc1
mol_93daf48f0cec1a5f,train,c1ccc(CC2=NCCN2)cc1
mol_93ef50d9f41ebe9f,train,ACYCLIC:CC(=O)OCCC(C)CC(C)(C)C
mol_93ef6da52be26bc0,train,c1ccccc1
mol_93f2d01132c62946,train,c1cc(C(c2ccc(OCC3CO3)cc2)c2ccc(OCC3CO3)cc2)ccc1OCC1CO1
mol_93f8cb3bf9b6c34a,train,O=C(c1ccccc1)c1coc2ccccc12
mol_94028d0820b0c944,train,c1ccccc1
mol_9403fe3032cddbf8,train,c1ccccc1
mol_941b90516c4f66f7,train,ACYCLIC:CC(CCO)CC(C)(C)C
mol_941cb6504f880395,train,c1ccccc1
mol_941e218970f5b0c1,train,ACYCLIC:C=CC(=O)OCC[N+](C)(C)C
mol_9431da47ad9431c6,train,ACYCLIC:O=S(=O)(O)CC(O)CCl
mol_9431dc748b893fe4,train,ACYCLIC:COCCO
mol_94327d2ba684821f,train,c1ccccc1
mol_943858a46c39f185,train,O=C1CCN2CCc3ccccc3C2C1
mol_9443b12676a9a363,train,c1ccc(N=[NH+]c2ccccc2)cc1
mol_9452f16d32fc221c,train,O=C1C=CCO1
mol_94531f3b6140bfe6,train,C1COCOC1
mol_9456ca59b910db1b,train,O=c1[nH]c2c(sc3ncc(-c4ccccc4)nc32)c(=O)n1CCCCN1CC2COc3ccccc3C2C1
mol_947bedc2153f6aed,train,c1ccccc1
mol_948d6ad58bc05313,train,c1ccc(C2CCNCC2)cc1
mol_94a50f76871a6fb3,train,O=C1C=CCC1
mol_94a66c7c370d79e8,train,O=c1nc(NS(=O)(=O)c2ccccc2)cc[nH]1
mol_94abeb0402add5a4,train,C=C1CN2C(=O)CC2O1
mol_94ba12d9c0be9441,train,O=C(CCC(=O)OC1CCCCC1)OC1CCCCC1
mol_94c0eb1ab8231a68,train,O=C(Cc1ccccc1)NCc1ccccc1N1CCCCC1
mol_94d8944e047d3710,train,c1ccccc1
mol_94fd12b376ddf749,train,c1ccc2[s+]c3ccccc3nc2c1
mol_95234139602a447f,train,O=C(C=Cc1ccccc1)OC1CCC23CC24CCC2CCCC2C4CCC3C1
mol_95266b84d5c44720,train,O=C(c1ccccc1)c1coc2ccccc12
mol_953419ff59925c74,train,ACYCLIC:C[N+](C)(C)CCOC(N)=O
mol_9540acf930c99c9d,train,ACYCLIC:COC(=O)C(Cl)C(=O)OC
mol_9543426308ee3705,train,ACYCLIC:COC(C)=O
mol_954464ab2ea44fcb,train,O=c1cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccccc2[nH]1
mol_955b83b8ec1e828f,train,c1ccc(N=Nc2ccc3ccccc3c2)cc1
mol_9575ad146d85dda7,train,c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1
mol_957e5a6e99d8f791,train,c1ccc2c(c1)CC(C1=NCCN1)O2
mol_9581bbec867a175b,train,ACYCLIC:CC(C)=CCCC(C)CC(=O)O
mol_958f631bf9e733b1,train,c1ccc(CCNc2nc(-c3ccccc3)cs2)cc1
mol_9594d6554481ae70,train,c1ccc(C(Cn2cncn2)Cn2cncn2)cc1
mol_95adc300202115f5,train,c1ccc(C2CCNCC2)cc1
mol_95bdfc6f1c4647b8,train,c1ccccc1
mol_95be970f9f4f3483,train,ACYCLIC:CCC(N)(CO)CO
mol_95cf1902e3d5f3cf,train,O=C(OCCNCCC(c1ccccc1)c1ccccc1)C1=CNC=CC1c1ccccc1
mol_95d1abc28e125a92,train,c1ccccc1
mol_95deb211f35cc492,train,c1ccc(CSCc2ccccc2)cc1
mol_95ebf5037e5f2712,train,O=C(Nc1nccs1)C1=Cc2ccccc2S(=O)(=O)N1
mol_95fae3fbf31cf8bd,train,c1ccccc1
mol_96018e7699b8040d,train,c1ccc(CCn2cncn2)cc1
mol_960304790e2ff801,train,O=C(Nc1ccccc1)C1CCCCN1
mol_961e21bf96a8deb2,train,ACYCLIC:COC(C=C(C)CCC=C(C)C)OC
mol_9624b668233fa740,train,c1ccc(C2CCCC2)cc1
mol_962877a008092020,train,ACYCLIC:CCCCCCCCCCCCCCCCCCOCC(O)CO
mol_96378a1aeef78528,train,c1nc2c(s1)CCNCC2
mol_9647662795ca0477,train,ACYCLIC:CCC(CO)(CO)[N+](=O)[O-]
mol_965dc5de43c9f54b,train,c1ccc(OCC2CO2)cc1
mol_9661f4a58960309d,train,O=c1c(-c2ccccc2)coc2ccccc12
mol_966c4756568ce338,train,c1ccc(NCCCc2cccnc2)cc1
mol_9674ff6cb9e41351,train,c1ccccc1
mol_9691fb0a591318b1,train,c1ccccc1
mol_96a100a4dc71ae6a,train,ACYCLIC:CCCCC(CC)COP(=O)(O)O
mol_96a783c498f76b2d,train,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1
mol_96bc7a1615a89d18,train,c1ccc(COCC(OCc2ccccc2)C2OCCC2OCc2ccccc2)cc1
mol_96bca08c1d891865,train,c1ccc(Nc2ccc3ccccc3c2)cc1
mol_96c652d8ab2e5765,train,O=C1CCCCO1
mol_96ca4035af4e678e,train,S=C(Nc1ccccc1)Nc1ccccc1
mol_96d0a3293f1c5893,train,c1ccc(C2CC2)cc1
mol_96db43640c4790ed,train,c1ccc(-c2cc(CCCCCCc3ccc(OC4CCCCO4)c(-c4ccccc4)c3)ccc2OC2CCCCO2)cc1
mol_96e2bca98772340e,train,O=C(OCCNCc1ccccc1)C1=CNC=CC1c1ccccc1
mol_96f349e1b49b49e9,train,O=C1CCC(c2ccccc2)CC1
mol_971aaa1859aa8ad7,train,c1ccccc1
mol_972ab398d921916a,train,ACYCLIC:CCOCCC(=O)OCC
mol_9730ad983d7ccde2,train,c1ccc2nccnc2c1
mol_973c11f7576ff9ac,train,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCCCC1
mol_973c39872d3dcc7c,train,ACYCLIC:CC(COCCO)OCCO
mol_974dba0817668296,train,c1ccccc1
mol_974fe51536aaf582,train,c1ccccc1
mol_9750ae63c7304fa2,train,c1ccc2snnc2c1
mol_975b2e37c5073f49,train,O=c1ncccn1C1CCCO1
mol_97642cc7ae2faff0,train,ACYCLIC:O=C(O)CN(CC(=O)O)CC(=O)O
mol_97646b5045f955dd,train,c1ccccc1
mol_976b7e5878357648,train,O=C(NCC1CN(Cc2ccccc2)CCO1)c1ccccc1
mol_9773c8d6fba2917d,train,ACYCLIC:CC(C)C(C)(N)C#N
mol_977ee3c62305ad16,train,O=C1CCC(C=CCCOc2ccccc2)C1
mol_97cf97ff9dd99657,train,c1ccc(COc2ccc3oc(-c4nccs4)cc3c2)cc1
mol_97dac650b8172aa3,train,ACYCLIC:CCCCCC(C)=O
mol_97e710858eb7cd13,train,O=C(NC1C(=O)N2CCSC12)c1conc1-c1ccccc1
mol_97ecb9271cf9862a,train,c1ccccc1
mol_97f2cd9967ffff48,train,O=C(NC1OC2C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O)C1CNC2Cc3c[nH]c4cccc(c34)C2C1
mol_97ff7cd2bef19819,train,c1ccccc1
mol_98151f13c1b88264,train,c1ccccc1
mol_98195c408e569e2c,train,O=c1cn[nH]c(=S)[nH]1
mol_9825ab8b417fbd33,train,O=C1CCCCO1
mol_9832751a60aa5d00,train,O=C(NS(=O)(=O)C=Cc1cccs1)c1ccccc1
mol_983f12ecf5b0c7b7,train,c1ccccc1
mol_98499e9f7a0f0a99,train,ACYCLIC:CCCCCCCCCCCCCCOS(=O)(=O)O
mol_985605470d2d9813,train,O=C1CC=NN1c1ccccc1
mol_98636b9160454e1c,train,O=C(OCC1OC(OC(=O)c2cccc(OC(=O)c3ccccc3)c2)C(OC(=O)c2cccc(OC(=O)c3ccccc3)c2)C(OC(=O)c2cccc(OC(=O)c3ccccc3)c2)C1OC(=O)c1cccc(OC(=O)c2ccccc2)c1)c1cccc(OC(=O)c2ccccc2)c1
mol_988b7a8cad536dfc,train,c1ccc(CCCCc2ccccc2)cc1
mol_988da01a2e7ae6dd,train,C(CCOCC1CO1)COCC1CO1
mol_989c11eed51e5d50,train,c1ccccc1
mol_98a5bfa4bdd1b6da,train,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12
mol_98b5c9a09a9c9ff4,train,c1ccccc1
mol_98babf13e4f7d7fa,train,c1ccc(CCCc2ccncc2)cc1
mol_98bd1632b065f7d3,train,c1ccccc1
mol_98be3a855f8beac0,train,O=C1CCN(c2ccccc2)N1
mol_98bfb5eee7206555,train,c1ccccc1
mol_98d066135681851b,train,c1ccccc1
mol_98d10daa5d2b7fbb,train,c1ccccc1
mol_98dbfab26124406f,train,c1ccccc1
mol_98e6196ecad07f45,train,c1ccc(-c2conc2-c2ccccc2)cc1
mol_98e9fff2786d0e4e,train,ACYCLIC:C=C(C)C(=O)OC(C)C
mol_98fb69fe02daaafc,train,c1ccccc1
mol_99157ed3e400f7ca,train,O=C(Cc1cccs1)NC1C(=O)N2C=CCSC12
mol_991d9b66b0d2db52,train,O=C(Nc1ccccc1)C1CCCN1
mol_992451a1a66d3007,train,ACYCLIC:C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
mol_993950c1a7369470,train,ACYCLIC:CCSC(=O)N(CC)CC
mol_995ca05d5ee73b15,train,O=C1CCCC1
mol_995caa997d48c8df,train,c1nc2c(s1)CCCC2
mol_9961407734489a28,train,c1ccccc1
mol_9961ea2cbb115a7b,train,ACYCLIC:CCOC(=O)C(C)O
mol_996f02c38d9c086e,train,ACYCLIC:OCCNCCO
mol_997a2aee9687aa7a,train,ACYCLIC:CCO[Si](CC(C)C)(OCC)OCC
mol_99846f2e2cea4689,train,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1
mol_99938a0fd94f4d97,train,c1ccc(-c2[nH+]c3ccccc3c3ccccc23)cc1
mol_999c00fe7660d8e0,train,C1CSCCS1
mol_99a3ace4bcbaa307,train,O=C1C=CC(=O)c2ccccc21
mol_99ebf5718e52240d,train,O=c1[nH]cnc2ccccc12
mol_99f2d45059f24332,train,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1
mol_99f5ef27ce309269,train,O=c1ccn(C2CC2)c2cc(N3CC4CC3CN4)ccc12
mol_99f820d2a9b99132,train,O=C1C2C3CCC(C3)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1
mol_99fa11e5c8eaa97a,train,O=C1C(CC[SH+]c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
mol_99ffcd27ebd885d1,train,C1CCC1
mol_9a1168b2756e18c4,train,c1ccc(C(=C2CC[NH2+]C2)c2ccccc2)cc1
mol_9a1f243b4f4d9ae8,train,ACYCLIC:IC(I)I
mol_9a1f69dfdbf60613,train,c1ccc2sc(SN3CCOCC3)nc2c1
mol_9a26bde64b447933,train,c1ccc(C(Cn2cncn2)Cn2cncn2)cc1
mol_9a30d357ec65e8c4,train,ACYCLIC:CC(C)CC#N
mol_9a31f2145bfcd687,train,O=C(Nc1c[nH]n(-c2ccccc2)c1=O)c1cccnc1
mol_9a4eb66f14dfbbe1,train,ACYCLIC:CCCC(C)C(O)CC
mol_9a50ebc3b626ba1e,train,ACYCLIC:CC(C)CCCO
mol_9a54e7aeb65f5142,train,ACYCLIC:CC(=O)NCCCCCC(=O)O
mol_9a6be70973cca7f0,train,c1ccccc1
mol_9a75ba650d468db7,train,ACYCLIC:OCCOCC#CCOCCO
mol_9a7c15ad40f12eb3,train,C1CN1
mol_9a84393f9c3c418d,train,c1ccccc1
mol_9a865e8670ff05bd,train,ACYCLIC:O=CCCCC=O
mol_9a9074d592ce3665,train,O=S(=O)(Nc1ncccn1)c1ccccc1
mol_9a9327e5659f6120,train,c1cc[c]([Bi]([c]2ccccc2)[c]2ccccc2)cc1
mol_9aa6ed6fc7b5795c,train,c1ccccc1
mol_9ad151ded1e7f603,train,ACYCLIC:CN(C)C(=S)SC(=S)N(C)C
mol_9ad468d187b87c3c,train,c1ccc(CCOC2CCC(Nc3[nH]cnc4nncc3-4)CC2)cc1
mol_9ad4ef78c493cff9,train,c1ccccc1
mol_9ae2f5d8d2801158,train,O=C1C(=C2Nc3ccccc3C2=O)Nc2ccccc21
mol_9ae89e04809c1b0a,train,O=C(CCc1cc2c(s1)-n1cnnc1CN=C2c1ccccc1)N1CCOCC1
mol_9b0c75e4f1a6d851,train,c1ccccc1
mol_9b2d899921bbeec7,train,O=C1CCC(=O)O1
mol_9b2fac7c02c94650,train,O=c1[nH]cnc2nc[nH]c12
mol_9b3fa5ecbcaf7f1f,train,c1ccccc1
mol_9b479e461fb420cb,train,c1ccc(C2CCC(N3CCC(c4ccccc4)CC3)CC2)cc1
mol_9b4dba62176bea50,train,O=S1(=O)c2ccccc2Nc2ccccc21
mol_9b5e6b3ae5dd9433,train,c1nncs1
mol_9b66fe542672d8fe,train,O=C(C(C1=NCCc2ccccc21)c1ccccc1)N(CCc1ccccc1)CCc1ccccc1
mol_9b6fb8ae60c1f19f,train,c1ccccc1
mol_9b741446cc0d6fa7,train,ACYCLIC:O=C(NCO)NCO
mol_9b79919e7604cc3b,train,c1ccc(-n2ccnc2)cc1
mol_9b7e5637bf8522bb,train,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1
mol_9b803d2dfc1a60cd,train,c1ccccc1
mol_9b851d7a31198eed,train,ACYCLIC:CC(C)=CCC/C(C)=C\CO
mol_9b872a79fad4eab7,train,c1ccccc1
mol_9b8998243f964771,train,ACYCLIC:C[Si](C)(C)C
mol_9b8b1231c4585e8e,train,N=C(C(=O)NC1CNC1=O)c1cscn1
mol_9b8d81c3250142ad,train,O=C(Nc1ccc2[nH]ccc2c1)c1cc2ccccc2n1Cc1ccccc1
mol_9b9267a13d90e3e7,train,c1ccccc1
mol_9b966b43664a57b3,train,c1ccccc1
mol_9b98bdf40c079d3e,train,C=C1C[NH+]2CCC34c5ccccc5N5C=C6C7CC8[NH+](CCC89c8ccccc8N(C=C(C1CC23)C54)C69)CC7=C
mol_9bad0487f7e7b112,train,C=C1c2ccccc2COc2ccccc21
mol_9bc0d88763ffdc71,train,ACYCLIC:N#CNC#N
mol_9bca7a69dc5ed060,train,c1ccc(NC2=NCCN2)cc1
mol_9bcaaa45ecd73322,train,O=S(=O)(NCc1ccccc1)c1ccccc1
mol_9bdea3dd72f00692,train,c1ccccc1
mol_9be2b68187176cbb,train,c1ccccc1
mol_9be2f5a699150e83,train,c1cnc2cc3c(cc2n1)C1CNCC3C1
mol_9be369de82144f44,train,c1ccccc1
mol_9be4eb5b778382c1,train,ACYCLIC:FB(F)F
mol_9befda2b08e772dc,train,c1ccc(-c2cccc(-c3ccccc3)c2)cc1
mol_9c0845c98a96dc7a,train,c1cc[c]([Hg][c]2ccccc2)cc1
mol_9c0d4dcb66afee9f,train,c1ccccc1
mol_9c0eb8eba6b18cae,train,c1ccccc1
mol_9c19a0ee7dfc2d62,train,ACYCLIC:CCC(Cl)C(Cl)C(Cl)CC(Cl)C(Cl)C(C)Cl
mol_9c1a3226f45b55f7,train,ACYCLIC:CCCCCCC(O)CO
mol_9c2b622191f9487a,train,c1ccccc1
mol_9c2f79081fc31ff3,train,O=C1NCCN1
mol_9c3a67922b68869e,train,ACYCLIC:NC(=S)NNC(N)=S
